file,resolution,url,date
2022-09-26_AI-00112-2022.txt,AI-00112-2022,https://www.aepd.es/es/documento/ai-00112-2022.pdf,2022-09-26T09:20:42Z
2022-09-26_AI-00093-2022.txt,AI-00093-2022,https://www.aepd.es/es/documento/ai-00093-2022.pdf,2022-09-26T09:17:51Z
2022-09-26_E-12230-2021.txt,E-12230-2021,https://www.aepd.es/es/documento/e-12230-2021.pdf,2022-09-26T09:16:22Z
2022-09-27_PS-00021-2022.txt,PS-00021-2022,https://www.aepd.es/es/documento/ps-00021-2022.pdf,2022-09-27T15:54:46Z
2022-09-27_PS-00362-2022.txt,PS-00362-2022,https://www.aepd.es/es/documento/ps-00362-2022.pdf,2022-09-27T11:33:52Z
2022-09-27_PS-00316-2022.txt,PS-00316-2022,https://www.aepd.es/es/documento/ps-00316-2022.pdf,2022-09-27T11:30:47Z
2022-09-27_PS-00246-2022.txt,PS-00246-2022,https://www.aepd.es/es/documento/ps-00246-2022.pdf,2022-09-27T11:27:15Z
2022-09-27_E-13703-2021.txt,E-13703-2021,https://www.aepd.es/es/documento/e-13703-2021.pdf,2022-09-27T10:25:07Z
2022-09-27_E-12712-2021.txt,E-12712-2021,https://www.aepd.es/es/documento/e-12712-2021.pdf,2022-09-27T10:24:47Z
2022-09-27_PS-00093-2022.txt,PS-00093-2022,https://www.aepd.es/es/documento/ps-00093-2022.pdf,2022-09-27T09:57:01Z
2022-09-27_PD-00099-2022.txt,PD-00099-2022,https://www.aepd.es/es/documento/pd-00099-2022.pdf,2022-09-27T09:56:11Z
2022-09-26_PD-00097-2022.txt,PD-00097-2022,https://www.aepd.es/es/documento/pd-00097-2022.pdf,2022-09-26T09:33:16Z
2022-09-26_AI-00112-2022.txt,AI-00112-2022,https://www.aepd.es/es/documento/ai-00112-2022.pdf,2022-09-26T09:20:42Z
2022-09-29_PS-00189-2022.txt,PS-00189-2022,https://www.aepd.es/es/documento/ps-00189-2022.pdf,2022-09-29T09:18:39Z
2022-09-29_AI-00205-2022.txt,AI-00205-2022,https://www.aepd.es/es/documento/ai-00205-2022.pdf,2022-09-29T09:11:20Z
2022-09-28_PS-00057-2022.txt,PS-00057-2022,https://www.aepd.es/es/documento/ps-00057-2022.pdf,2022-09-28T07:59:37Z
2022-10-03_PS-00252-2022.txt,PS-00252-2022,https://www.aepd.es/es/documento/ps-00252-2022.pdf,2022-10-03T10:06:23Z
2022-09-30_E-10568-2021.txt,E-10568-2021,https://www.aepd.es/es/documento/e-10568-2021.pdf,2022-09-30T10:31:36Z
2022-09-30_PS-00145-2022.txt,PS-00145-2022,https://www.aepd.es/es/documento/ps-00145-2022.pdf,2022-09-30T10:30:51Z
2022-09-30_PS-00595-2021.txt,PS-00595-2021,https://www.aepd.es/es/documento/ps-00595-2021.pdf,2022-09-30T10:14:56Z
2022-09-30_PS-00588-2021.txt,PS-00588-2021,https://www.aepd.es/es/documento/ps-00588-2021.pdf,2022-09-30T10:11:45Z
2022-09-30_PS-00273-2022.txt,PS-00273-2022,https://www.aepd.es/es/documento/ps-00273-2022.pdf,2022-09-30T10:08:38Z
2022-09-30_PS-00208-2022.txt,PS-00208-2022,https://www.aepd.es/es/documento/ps-00208-2022.pdf,2022-09-30T09:30:06Z
2022-09-30_E-11428-2021.txt,E-11428-2021,https://www.aepd.es/es/documento/e-11428-2021.pdf,2022-09-30T09:26:31Z
2022-10-04_PS-00155-2022.txt,PS-00155-2022,https://www.aepd.es/es/documento/ps-00155-2022.pdf,2022-10-04T12:09:22Z
2022-10-04_REPOSICION-PS-00172-2022.txt,REPOSICION-PS-00172-2022,https://www.aepd.es/es/documento/reposicion-ps-00172-2022.pdf,2022-10-04T10:12:24Z
2022-10-04_PS-00275-2022.txt,PS-00275-2022,https://www.aepd.es/es/documento/ps-00275-2022.pdf,2022-10-04T09:34:55Z
2022-10-04_PS-00205-2022.txt,PS-00205-2022,https://www.aepd.es/es/documento/ps-00205-2022.pdf,2022-10-04T09:32:58Z
2022-10-04_REPOSICION-PS-00002-2022.txt,REPOSICION-PS-00002-2022,https://www.aepd.es/es/documento/reposicion-ps-00002-2022.pdf,2022-10-04T09:22:35Z
2022-10-03_PS-00002-2022.txt,PS-00002-2022,https://www.aepd.es/es/documento/ps-00002-2022.pdf,2022-10-03T14:17:53Z
2022-10-03_PD-00144-2022.txt,PD-00144-2022,https://www.aepd.es/es/documento/pd-00144-2022.pdf,2022-10-03T12:12:01Z
2022-10-03_PS-00146-2022.txt,PS-00146-2022,https://www.aepd.es/es/documento/ps-00146-2022.pdf,2022-10-03T10:28:06Z
2022-10-03_PS-00004-2022.txt,PS-00004-2022,https://www.aepd.es/es/documento/ps-00004-2022.pdf,2022-10-03T10:23:51Z
2022-10-03_PS-00370-2022.txt,PS-00370-2022,https://www.aepd.es/es/documento/ps-00370-2022.pdf,2022-10-03T10:06:42Z
2022-10-06_PS-00360-2022.txt,PS-00360-2022,https://www.aepd.es/es/documento/ps-00360-2022.pdf,2022-10-06T11:34:43Z
2022-10-06_PS-00293-2022.txt,PS-00293-2022,https://www.aepd.es/es/documento/ps-00293-2022.pdf,2022-10-06T11:34:24Z
2022-10-06_AI-00021-2022.txt,AI-00021-2022,https://www.aepd.es/es/documento/ai-00021-2022.pdf,2022-10-06T11:33:53Z
2022-10-06_E-13701-2021.txt,E-13701-2021,https://www.aepd.es/es/documento/e-13701-2021.pdf,2022-10-06T10:14:32Z
2022-10-06_PS-00446-2021.txt,PS-00446-2021,https://www.aepd.es/es/documento/ps-00446-2021.pdf,2022-10-06T10:13:51Z
2022-10-11_REPOSICION-PS-00245-2022.txt,REPOSICION-PS-00245-2022,https://www.aepd.es/es/documento/reposicion-ps-00245-2022.pdf,2022-10-11T13:00:28Z
2022-10-11_PS-00520-2021.txt,PS-00520-2021,https://www.aepd.es/es/documento/ps-00520-2021.pdf,2022-10-11T12:59:46Z
2022-10-11_PS-00314-2022.txt,PS-00314-2022,https://www.aepd.es/es/documento/ps-00314-2022.pdf,2022-10-11T09:20:50Z
2022-10-10_PS-00245-2022.txt,PS-00245-2022,https://www.aepd.es/es/documento/ps-00245-2022.pdf,2022-10-10T10:24:25Z
2022-10-10_PS-00352-2022.txt,PS-00352-2022,https://www.aepd.es/es/documento/ps-00352-2022.pdf,2022-10-10T10:23:56Z
2022-10-10_PS-00442-2021.txt,PS-00442-2021,https://www.aepd.es/es/documento/ps-00442-2021.pdf,2022-10-10T09:17:18Z
2022-10-10_E-02752-2021.txt,E-02752-2021,https://www.aepd.es/es/documento/e-02752-2021.pdf,2022-10-10T09:00:00Z
2022-10-07_PS-00031-2022.txt,PS-00031-2022,https://www.aepd.es/es/documento/ps-00031-2022.pdf,2022-10-07T10:05:47Z
2022-10-07_PS-00401-2022.txt,PS-00401-2022,https://www.aepd.es/es/documento/ps-00401-2022.pdf,2022-10-07T09:22:41Z
2022-10-13_PD-00139-2022.txt,PD-00139-2022,https://www.aepd.es/es/documento/pd-00139-2022.pdf,2022-10-13T08:52:22Z
2022-10-14_E-13147-2021.txt,E-13147-2021,https://www.aepd.es/es/documento/e-13147-2021.pdf,2022-10-14T11:03:49Z
2022-10-14_E-11644-2021.txt,E-11644-2021,https://www.aepd.es/es/documento/e-11644-2021.pdf,2022-10-14T11:03:32Z
2022-10-17_PS-00568-2021.txt,PS-00568-2021,https://www.aepd.es/es/documento/ps-00568-2021.pdf,2022-10-17T12:38:14Z
2022-10-17_PS-00104-2022.txt,PS-00104-2022,https://www.aepd.es/es/documento/ps-00104-2022.pdf,2022-10-17T12:35:05Z
2022-10-17_PS-00567-2021.txt,PS-00567-2021,https://www.aepd.es/es/documento/ps-00567-2021.pdf,2022-10-17T12:21:22Z
2022-10-17_PS-00188-2022.txt,PS-00188-2022,https://www.aepd.es/es/documento/ps-00188-2022.pdf,2022-10-17T12:21:03Z
2022-10-17_PD-00131-2022.txt,PD-00131-2022,https://www.aepd.es/es/documento/pd-00131-2022.pdf,2022-10-17T12:20:29Z
2022-10-17_PS-00099-2022.txt,PS-00099-2022,https://www.aepd.es/es/documento/ps-00099-2022.pdf,2022-10-17T10:16:59Z
2022-10-17_E-13521-2021.txt,E-13521-2021,https://www.aepd.es/es/documento/e-13521-2021.pdf,2022-10-17T10:15:49Z
2022-10-14_PS-00074-2022.txt,PS-00074-2022,https://www.aepd.es/es/documento/ps-00074-2022.pdf,2022-10-14T12:12:01Z
2022-10-14_AI-00124-2022.txt,AI-00124-2022,https://www.aepd.es/es/documento/ai-00124-2022.pdf,2022-10-14T12:09:42Z
2022-10-14_PS-00277-2022.txt,PS-00277-2022,https://www.aepd.es/es/documento/ps-00277-2022.pdf,2022-10-14T11:04:21Z
2022-10-19_PD-00104-2022.txt,PD-00104-2022,https://www.aepd.es/es/documento/pd-00104-2022.pdf,2022-10-19T09:52:12Z
2022-10-20_PS-00366-2022.txt,PS-00366-2022,https://www.aepd.es/es/documento/ps-00366-2022.pdf,2022-10-20T11:00:49Z
2022-10-20_PS-00219-2022.txt,PS-00219-2022,https://www.aepd.es/es/documento/ps-00219-2022.pdf,2022-10-20T10:58:24Z
2022-10-19_A-00291-2017.txt,A-00291-2017,https://www.aepd.es/es/documento/00291-2017.pdf,2022-10-19T14:06:26Z
2022-10-19_PD-00149-2022.txt,PD-00149-2022,https://www.aepd.es/es/documento/pd-00149-2022.pdf,2022-10-19T10:31:12Z
2022-10-19_PS-00380-2022.txt,PS-00380-2022,https://www.aepd.es/es/documento/ps-00380-2022.pdf,2022-10-19T10:30:25Z
2022-10-19_PS-00330-2022.txt,PS-00330-2022,https://www.aepd.es/es/documento/ps-00330-2022.pdf,2022-10-19T10:29:44Z
2022-10-19_PS-00101-2022.txt,PS-00101-2022,https://www.aepd.es/es/documento/ps-00101-2022.pdf,2022-10-19T10:29:13Z
2022-10-19_PS-00601-2021.txt,PS-00601-2021,https://www.aepd.es/es/documento/ps-00601-2021.pdf,2022-10-19T09:54:31Z
2022-10-19_PS-00500-2021.txt,PS-00500-2021,https://www.aepd.es/es/documento/ps-00500-2021.pdf,2022-10-19T09:53:59Z
2022-10-19_REPOSICION-PS-00567-2021.txt,REPOSICION-PS-00567-2021,https://www.aepd.es/es/documento/reposicion-ps-00567-2021.pdf,2022-10-19T09:52:40Z
2022-10-24_PS-00382-2022.txt,PS-00382-2022,https://www.aepd.es/es/documento/ps-00382-2022.pdf,2022-10-24T11:27:03Z
2022-10-21_E-10769-2021.txt,E-10769-2021,https://www.aepd.es/es/documento/e-10769-2021.pdf,2022-10-21T11:08:35Z
2022-10-21_AI-00123-2022.txt,AI-00123-2022,https://www.aepd.es/es/documento/ai-00123-2022.pdf,2022-10-21T11:08:28Z
